date,user_submitted_review,title,total_purchased,customer_type
12/27/19,Would not recommend,R For Dummies,2,Business
2011-02-19,The author's other books were better,Fundamentals of R For Beginners,NA,Business
2002-07-19,OK,R vs Python: An Essay,4,Business
2012-03-19,The author's other books were better,Fundamentals of R For Beginners,1,Business
2002-05-19,Would not recommend,Fundamentals of R For Beginners,4,Individual
1/14/19,Would not recommend,R vs Python: An Essay,5,Business
2003-04-19,,Secrets Of R For Advanced Students,4,Business
2003-03-19,Hated it,Fundamentals of R For Beginners,2,Business
8/30/19,Awesome!,R For Dummies,3,Business
11/21/19,A lot of material was not needed,Secrets Of R For Advanced Students,6,Business
3/14/19,Would not recommend,R For Dummies,4,Business
2001-03-19,Awesome!,R vs Python: An Essay,4,Individual
2008-12-19,The author's other books were better,Secrets Of R For Advanced Students,2,Business
2006-11-19,it was okay,Top 10 Mistakes R Beginners Make,NA,Business
10/22/19,I learned a lot,Fundamentals of R For Beginners,2,Business
1/25/19,it was okay,Secrets Of R For Advanced Students,2,Business
2001-05-19,it was okay,Secrets Of R For Advanced Students,7,Business
2003-04-19,NA,Fundamentals of R For Beginners,2,Business
9/24/19,I learned a lot,R For Dummies,2,Business
2009-10-19,OK,Top 10 Mistakes R Beginners Make,NA,Business
12/18/19,A lot of material was not needed,R For Dummies,5,Business
2010-06-19,OK,Fundamentals of R For Beginners,NA,Business
2006-01-19,Never read a better book,R For Dummies,2,Business
10/25/19,NA,R For Dummies,5,Individual
10/28/19,it was okay,R For Dummies,1,Business
10/24/19,A lot of material was not needed,Fundamentals of R For Beginners,7,Business
2008-12-19,NA,Secrets Of R For Advanced Students,NA,Business
7/27/19,The author's other books were better,Secrets Of R For Advanced Students,NA,Individual
2012-01-19,,R vs Python: An Essay,1,Business
3/19/19,The author's other books were better,R For Dummies,3,Business
2011-05-19,Hated it,R For Dummies,3,Business
2004-07-19,OK,Secrets Of R For Advanced Students,3,Individual
2002-12-19,,Fundamentals of R For Beginners,2,Business
2006-09-19,A lot of material was not needed,R For Dummies,NA,Business
2012-10-19,OK,Fundamentals of R For Beginners,8,Individual
8/22/19,Would not recommend,R For Dummies,NA,Business
8/23/19,I learned a lot,Fundamentals of R For Beginners,10,Business
12/23/19,OK,Fundamentals of R For Beginners,0,Business
2001-07-19,it was okay,Fundamentals of R For Beginners,3,Business
3/21/19,The author's other books were better,Fundamentals of R For Beginners,1,Individual
7/22/19,A lot of material was not needed,Secrets Of R For Advanced Students,4,Individual
2001-05-19,A lot of material was not needed,R For Dummies,3,Business
6/18/19,NA,Fundamentals of R For Beginners,5,Individual
5/28/19,Awesome!,R For Dummies,6,Business
12/21/19,Hated it,Top 10 Mistakes R Beginners Make,NA,Business
2011-03-19,Awesome!,Fundamentals of R For Beginners,7,Business
2003-09-19,Never read a better book,Fundamentals of R For Beginners,1,Individual
2007-02-19,NA,Secrets Of R For Advanced Students,5,Individual
1/18/19,NA,Secrets Of R For Advanced Students,3,Business
2010-08-19,Never read a better book,Fundamentals of R For Beginners,5,Individual
2007-11-19,Awesome!,R For Dummies,4,Business
7/22/19,Would not recommend,Top 10 Mistakes R Beginners Make,2,Business
1/21/19,Awesome!,R vs Python: An Essay,2,Business
2003-08-19,NA,R For Dummies,4,Business
2004-09-19,I learned a lot,Fundamentals of R For Beginners,NA,Business
6/25/19,NA,R For Dummies,2,Individual
5/13/19,The author's other books were better,R vs Python: An Essay,NA,Business
2012-06-19,Would not recommend,Fundamentals of R For Beginners,5,Business
3/27/19,Would not recommend,R vs Python: An Essay,4,Business
9/24/19,Awesome!,Top 10 Mistakes R Beginners Make,6,Business
11/27/19,OK,Fundamentals of R For Beginners,NA,Business
2004-08-19,Never read a better book,R vs Python: An Essay,6,Individual
5/26/19,Never read a better book,R For Dummies,2,Business
5/17/19,The author's other books were better,R For Dummies,3,Individual
2002-05-19,it was okay,Fundamentals of R For Beginners,NA,Business
9/13/19,it was okay,R For Dummies,1,Business
8/20/19,Never read a better book,Fundamentals of R For Beginners,6,Business
4/29/19,it was okay,R For Dummies,4,Business
6/25/19,NA,Fundamentals of R For Beginners,NA,Business
2002-01-19,,R For Dummies,4,Individual
9/19/19,Never read a better book,R For Dummies,4,Business
7/17/19,Awesome!,R For Dummies,3,Business
10/14/19,Would not recommend,R For Dummies,NA,Individual
4/21/19,Hated it,Fundamentals of R For Beginners,3,Individual
7/29/19,it was okay,R For Dummies,NA,Business
7/28/19,Never read a better book,Fundamentals of R For Beginners,NA,Business
2002-10-19,The author's other books were better,Fundamentals of R For Beginners,9,Business
11/22/19,The author's other books were better,R For Dummies,5,Business
2/24/19,The author's other books were better,Fundamentals of R For Beginners,4,Business
2010-12-19,,Fundamentals of R For Beginners,7,Business
2004-12-19,A lot of material was not needed,R For Dummies,2,Business
3/27/19,Awesome!,R For Dummies,6,Business
10/21/19,Awesome!,R vs Python: An Essay,4,Business
7/17/19,Awesome!,Fundamentals of R For Beginners,5,Business
3/27/19,Awesome!,R For Dummies,6,Individual
2006-09-19,A lot of material was not needed,Fundamentals of R For Beginners,5,Individual
2003-11-19,Hated it,Secrets Of R For Advanced Students,3,Business
2005-12-19,OK,R For Dummies,NA,Business
2009-06-19,NA,Top 10 Mistakes R Beginners Make,6,Business
3/22/19,it was okay,R For Dummies,5,Individual
3/18/19,Awesome!,R For Dummies,3,Business
6/23/19,The author's other books were better,Fundamentals of R For Beginners,3,Individual
6/28/19,I learned a lot,R For Dummies,4,Individual
10/17/19,Awesome!,Fundamentals of R For Beginners,4,Business
11/23/19,OK,Fundamentals of R For Beginners,5,Individual
2003-11-19,Hated it,Fundamentals of R For Beginners,5,Individual
7/21/19,A lot of material was not needed,Secrets Of R For Advanced Students,4,Business
2007-01-19,OK,R For Dummies,2,Individual
12/22/19,OK,R For Dummies,9,Business
8/25/19,NA,Fundamentals of R For Beginners,NA,Business
2009-09-19,The author's other books were better,R vs Python: An Essay,2,Business
8/21/19,NA,Secrets Of R For Advanced Students,4,Individual
8/26/19,I learned a lot,Fundamentals of R For Beginners,4,Business
3/30/19,The author's other books were better,Fundamentals of R For Beginners,1,Business
3/23/19,Never read a better book,R For Dummies,3,Business
7/13/19,OK,Fundamentals of R For Beginners,5,Individual
10/24/19,Would not recommend,R vs Python: An Essay,NA,Business
2003-02-19,it was okay,R For Dummies,NA,Individual
2009-07-19,Awesome!,Fundamentals of R For Beginners,6,Business
12/22/19,I learned a lot,Fundamentals of R For Beginners,4,Business
2001-05-19,I learned a lot,R For Dummies,1,Individual
2/14/19,I learned a lot,R For Dummies,3,Business
2012-07-19,Hated it,Secrets Of R For Advanced Students,3,Business
2008-02-19,The author's other books were better,R For Dummies,2,Business
10/27/19,The author's other books were better,Secrets Of R For Advanced Students,5,Individual
10/26/19,The author's other books were better,Secrets Of R For Advanced Students,5,Business
2012-09-19,Never read a better book,Fundamentals of R For Beginners,NA,Individual
2012-11-19,Never read a better book,R For Dummies,NA,Business
2010-04-19,NA,R vs Python: An Essay,3,Business
2/17/19,it was okay,Fundamentals of R For Beginners,0,Individual
5/23/19,Hated it,R For Dummies,4,Individual
2003-03-19,Would not recommend,Secrets Of R For Advanced Students,2,Business
2003-04-19,it was okay,Fundamentals of R For Beginners,5,Business
11/18/19,A lot of material was not needed,Fundamentals of R For Beginners,6,Business
2010-06-19,Would not recommend,R vs Python: An Essay,4,Individual
2001-11-19,Awesome!,Fundamentals of R For Beginners,3,Individual
11/19/19,NA,R vs Python: An Essay,6,Business
12/28/19,it was okay,Secrets Of R For Advanced Students,5,Business
2001-10-19,it was okay,R For Dummies,2,Business
5/17/19,,R vs Python: An Essay,NA,Business
12/27/19,The author's other books were better,Fundamentals of R For Beginners,4,Business
2004-05-19,OK,Secrets Of R For Advanced Students,6,Business
2002-04-19,,R vs Python: An Essay,7,Individual
2008-12-19,NA,R For Dummies,5,Business
3/13/19,,Fundamentals of R For Beginners,NA,Individual
2002-12-19,it was okay,R For Dummies,9,Business
2004-07-19,Would not recommend,R For Dummies,3,Business
7/31/19,Never read a better book,R For Dummies,NA,Business
10/22/19,it was okay,R For Dummies,2,Business
2001-05-19,I learned a lot,Fundamentals of R For Beginners,5,Business
10/26/19,A lot of material was not needed,R For Dummies,3,Business
10/18/19,A lot of material was not needed,Secrets Of R For Advanced Students,10,Business
8/19/19,A lot of material was not needed,R vs Python: An Essay,2,Business
2004-01-19,Hated it,Fundamentals of R For Beginners,10,Business
2/14/19,A lot of material was not needed,Fundamentals of R For Beginners,3,Business
2005-05-19,The author's other books were better,Fundamentals of R For Beginners,NA,Business
3/23/19,A lot of material was not needed,Secrets Of R For Advanced Students,NA,Individual
7/13/19,A lot of material was not needed,Fundamentals of R For Beginners,3,Business
2007-08-19,Hated it,Secrets Of R For Advanced Students,1,Individual
2/18/19,OK,R For Dummies,4,Business
2006-10-19,Would not recommend,R For Dummies,2,Business
5/29/19,OK,Secrets Of R For Advanced Students,6,Business
4/21/19,Would not recommend,Fundamentals of R For Beginners,8,Individual
2005-01-19,it was okay,Fundamentals of R For Beginners,3,Business
2003-03-19,Awesome!,Fundamentals of R For Beginners,3,Business
2002-12-19,I learned a lot,R For Dummies,1,Business
10/22/19,it was okay,Fundamentals of R For Beginners,4,Business
4/13/19,OK,Fundamentals of R For Beginners,4,Business
5/14/19,OK,Fundamentals of R For Beginners,NA,Individual
1/22/19,The author's other books were better,Fundamentals of R For Beginners,4,Individual
2008-05-19,A lot of material was not needed,Fundamentals of R For Beginners,NA,Business
2008-02-19,Hated it,R For Dummies,NA,Business
8/17/19,Hated it,Fundamentals of R For Beginners,5,Business
3/16/19,Hated it,R For Dummies,NA,Individual
3/21/19,Would not recommend,Secrets Of R For Advanced Students,1,Individual
5/30/19,,R For Dummies,3,Business
2005-11-19,Would not recommend,R vs Python: An Essay,3,Business
2010-07-19,it was okay,Fundamentals of R For Beginners,7,Individual
2005-08-19,OK,Fundamentals of R For Beginners,4,Individual
9/20/19,Awesome!,Fundamentals of R For Beginners,7,Business
5/13/19,I learned a lot,R For Dummies,3,Business
2011-09-19,,R vs Python: An Essay,2,Business
11/20/19,,Fundamentals of R For Beginners,3,Business
9/28/19,Never read a better book,R vs Python: An Essay,3,Business
2003-11-19,Hated it,Fundamentals of R For Beginners,2,Business
2012-08-19,Awesome!,R For Dummies,9,Business
2003-10-19,OK,Fundamentals of R For Beginners,4,Business
9/19/19,Hated it,Secrets Of R For Advanced Students,7,Business
11/16/19,I learned a lot,R vs Python: An Essay,2,Individual
2003-08-19,A lot of material was not needed,Top 10 Mistakes R Beginners Make,4,Business
4/20/19,I learned a lot,R vs Python: An Essay,2,Business
2009-02-19,it was okay,Fundamentals of R For Beginners,1,Business
2005-03-19,OK,Fundamentals of R For Beginners,6,Business
2003-09-19,Hated it,R For Dummies,NA,Business
2010-04-19,The author's other books were better,Fundamentals of R For Beginners,4,Individual
12/30/19,Hated it,R For Dummies,2,Business
11/14/19,Hated it,R For Dummies,NA,Business
2001-05-19,Hated it,R For Dummies,NA,Individual
6/25/19,Would not recommend,R For Dummies,3,Business
6/15/19,OK,R For Dummies,5,Business
1/23/19,Would not recommend,R For Dummies,5,Individual
2012-09-19,,R For Dummies,7,Individual
2004-04-19,it was okay,Secrets Of R For Advanced Students,NA,Business
2003-09-19,it was okay,R vs Python: An Essay,5,Business
4/17/19,A lot of material was not needed,R vs Python: An Essay,3,Individual
6/15/19,The author's other books were better,Fundamentals of R For Beginners,3,Business
4/29/19,it was okay,R vs Python: An Essay,5,Business
2011-07-19,A lot of material was not needed,R For Dummies,1,Business
5/22/19,NA,R vs Python: An Essay,5,Individual
5/20/19,Hated it,R For Dummies,6,Individual
6/25/19,Awesome!,R vs Python: An Essay,5,Business
2001-10-19,NA,Secrets Of R For Advanced Students,NA,Individual
2012-04-19,Would not recommend,Fundamentals of R For Beginners,4,Individual
6/29/19,it was okay,Fundamentals of R For Beginners,6,Individual
11/27/19,A lot of material was not needed,R For Dummies,4,Business
10/22/19,A lot of material was not needed,Secrets Of R For Advanced Students,3,Individual
2007-11-19,A lot of material was not needed,Fundamentals of R For Beginners,7,Business
2006-07-19,it was okay,R vs Python: An Essay,3,Business
2003-08-19,Awesome!,R For Dummies,4,Individual
2006-08-19,Never read a better book,Fundamentals of R For Beginners,3,Individual
5/23/19,Awesome!,R For Dummies,2,Individual
9/20/19,Awesome!,R vs Python: An Essay,3,Business
2001-02-19,it was okay,R vs Python: An Essay,5,Business
2002-11-19,A lot of material was not needed,Fundamentals of R For Beginners,6,Individual
8/29/19,The author's other books were better,R For Dummies,3,Business
12/15/19,I learned a lot,Top 10 Mistakes R Beginners Make,2,Business
6/23/19,The author's other books were better,R vs Python: An Essay,3,Individual
4/30/19,Never read a better book,R For Dummies,7,Business
2007-10-19,Hated it,R vs Python: An Essay,6,Business
6/15/19,NA,Top 10 Mistakes R Beginners Make,6,Business
2/14/19,NA,Fundamentals of R For Beginners,4,Individual
10/20/19,The author's other books were better,R For Dummies,NA,Business
2/23/19,Awesome!,R For Dummies,2,Business
11/16/19,I learned a lot,R For Dummies,3,Business
2007-12-19,I learned a lot,Fundamentals of R For Beginners,3,Business
5/31/19,OK,Secrets Of R For Advanced Students,NA,Individual
3/26/19,Hated it,R vs Python: An Essay,4,Individual
2007-05-19,The author's other books were better,R vs Python: An Essay,NA,Business
12/30/19,The author's other books were better,R For Dummies,1,Individual
2002-07-19,A lot of material was not needed,Secrets Of R For Advanced Students,0,Individual
2009-12-19,OK,R vs Python: An Essay,0,Individual
2011-10-19,,Fundamentals of R For Beginners,4,Business
6/19/19,OK,Secrets Of R For Advanced Students,5,Individual
2/27/19,Never read a better book,R vs Python: An Essay,4,Business
3/24/19,The author's other books were better,R For Dummies,6,Business
1/22/19,,R For Dummies,5,Business
2/24/19,OK,Secrets Of R For Advanced Students,4,Business
10/26/19,Awesome!,R For Dummies,4,Individual
1/16/19,,R vs Python: An Essay,3,Business
2/21/19,OK,R vs Python: An Essay,4,Individual
9/21/19,Would not recommend,R vs Python: An Essay,5,Business
2010-12-19,it was okay,Secrets Of R For Advanced Students,NA,Individual
2006-01-19,I learned a lot,R For Dummies,2,Business
1/16/19,,Fundamentals of R For Beginners,4,Business
2007-05-19,,R For Dummies,4,Business
8/20/19,Awesome!,Secrets Of R For Advanced Students,4,Business
6/26/19,Awesome!,R For Dummies,6,Individual
4/13/19,Hated it,Secrets Of R For Advanced Students,NA,Business
1/26/19,Hated it,R vs Python: An Essay,8,Individual
2002-07-19,,Top 10 Mistakes R Beginners Make,7,Business
